park_name,county,park_identifier,park_address,fire_authority,jurisdiction,mh_spaces,rv_lots_wdrains,rv_lots_wo_drains,operated_by,street_add,city,phone_num,state,zip
WESTERN MHP,SONOMA,49-0002-MP,"3309 Santa Rosa Ave, Santa Rosa, Ca 95404, (831) 475-0335","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",49.0,21.0,0.0,"MUSSER PROPERTIES, L.P., 871 38TH AVE, SANTA CRUZ, CA 95062",3309 Santa Rosa Ave,Santa Rosa, (831) 475-0335,CA,95404
EL CRYSTAL,SONOMA,49-0005-MP,"3280 Santa Rosa Ave, Santa Rosa, Ca 95407, (707) 528-0746","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",42.0,15.0,0.0,"EL CRYSTAL MHP, LLC, PO BOX 1646, SAN JUAN CAPISTRANO, CA 92693",3280 Santa Rosa Ave,Santa Rosa, (707) 528-0746,CA,95407
LAZZAROTTOS MHP,SONOMA,49-0011-MP,"18925 Sonoma Hwy, Sonoma, Ca 95476, (707) 996-7773","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",64.0,0.0,0.0,"LAZZAROTTO, FRANK, 18925 SONOMA HWY, SONOMA, CA 95476",18925 Sonoma Hwy,Sonoma, (707) 996-7773,CA,95476
MOUNT TAYLOR MHP,SONOMA,49-0016-MP,"3750 Santa Rosa Ave, Santa Rosa, Ca 95407, (707) 694-8200","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",20.0,0.0,0.0,"MT3 LLC, 16 TREETOP WAY, KENTFIELD, CA 94904",3750 Santa Rosa Ave,Santa Rosa, (707) 694-8200,CA,95407
REDWOOD TP,SONOMA,49-0017-MP,"1670 Santa Rosa Ave, Santa Rosa, Ca 95404, (707) 545-0474","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",7.0,26.0,0.0,"GOVIND, S & B, 1670 SANTA ROSA AVE, SANTA ROSA, CA 95404",1670 Santa Rosa Ave,Santa Rosa, (707) 545-0474,CA,95404
ORCHARD MOBILE HOME PARK,SONOMA,49-0019-MP,"5379 Old Redwood Hwy, Santa Rosa, Ca 95403, (707) 528-9952","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",35.0,0.0,0.0,"ORCHARD MOBILE HOME PARK,LLC, C/O BIGGS PROPERTY MGMT LLC 4341A ABERNATHY RD, FAIRFIELD, CA 94534",5379 Old Redwood Hwy,Santa Rosa, (707) 528-9952,CA,95403
PENNGROVE VILLAGE,SONOMA,49-0024-MP,"6070 Old Redwood Hwy, Penngrove, Ca 94951, (925) 207-2514","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",34.0,7.0,0.0,"PENNGROVE VILLAGE,LLC, C/O SMITHONIC REAL ESTATE 4425-C TREAT BLVD #133, CONCORD, CA 94521",6070 Old Redwood Hwy,Penngrove, (925) 207-2514,CA,94951
RIVERSIDE VILLA MHP,SONOMA,49-0025-MP,"541 Mason St, Healdsburg, Ca 95448, (707) 433-4679","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",19.0,0.0,0.0,"MASCHERINI, CAROL, PO BOX 1435, HEALDSBURG, CA 95448",541 Mason St,Healdsburg, (707) 433-4679,CA,95448
RIENS SANDY BEACH,SONOMA,49-0027-MP,"22900 Sylvan Way, Monte Rio, Ca 95462, (707) 865-2102","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",13.0,28.0,0.0,"RIENS SANDY BEACH, LLC, PO BOX 1672, SEBASTOPOL, CA 95473",22900 Sylvan Way,Monte Rio, (707) 865-2102,CA,95462
SUNSET PARK COMMUNITY,SONOMA,49-0036-MP,"2963 Santa Rosa Ave, Santa Rosa, Ca 95407, (707) 542-7344","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",42.0,11.0,0.0,"ECHELON COMMUNITIES, LLC, 2963 SANTA ROSA AVE SPACE # D-4, SANTA ROSA, CA 95407",2963 Santa Rosa Ave,Santa Rosa, (707) 542-7344,CA,95407
7 PALMS MOBILE HOME PARK,SONOMA,49-0043-MP,"42 Cherry Creek Rd, Cloverdale, Ca 95425, (916) 299-3077","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",42.0,0.0,0.0,"VFS 2 LLC, 3090 FITE CIR SUITE # 203, SACRAMENTO, CA 95827",42 Cherry Creek Rd,Cloverdale, (916) 299-3077,CA,95425
RAMBLE CREEK MP,SONOMA,49-0044-MP,"1 Ramble Creek Dr, Cotati, Ca 94931, (707) 664-0706","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",20.0,0.0,0.0,"GUINN, JEAN, 1 RAMBLE CREEK DR, COTATI, CA 94931",1 Ramble Creek Dr,Cotati, (707) 664-0706,CA,94931
"3575 MENDOCINO AVE ASSOCIATES, LLC",SONOMA,49-0046-MP,"3575 Mendocino Ave, Santa Rosa, Ca 95403, (707) 546-1239","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",160.0,0.0,0.0,"3575 MENDOCINO AVE ASSOCIATES, LLC, 871 38TH AVE, SANTA CRUZ, CA 95062",3575 Mendocino Ave,Santa Rosa, (707) 546-1239,CA,95403
NORTH STAR TP,SONOMA,49-0049-MP,"3200 Santa Rosa Ave, Santa Rosa, Ca 95407, (707) 545-0982","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",59.0,17.0,3.0,"GHAJAR, ANTHONY & BAHARAK, C/O JULISA VACA 3200 SANTA ROSA AVE, SANTA ROSA, CA 95407",3200 Santa Rosa Ave,Santa Rosa, (707) 545-0982,CA,95407
ROYAL MOBILE MANOR,SONOMA,49-0051-MP,"6555  Old Redwood Hwy, Windsor, Ca 95492, (707) 838-2546","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",79.0,12.0,0.0,"STRICKER FAMILY PARTNERSHIP, 22880 SAVI RANCH PKWY, YORBA LINDA, CA 92887",6555  Old Redwood Hwy,Windsor, (707) 838-2546,CA,95492
LITTLE WOODS MOBILE VILLA,SONOMA,49-0052-MP,"1821 Lakeville Hwy, Petaluma, Ca 94954, (707) 763-3344","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",78.0,0.0,0.0,"LITTLE WOODS MOBILE VILLA, LLC, 500 GIUSEPPE CT STE 2, ROSEVILLE, CA 95678",1821 Lakeville Hwy,Petaluma, (707) 763-3344,CA,94954
CAPRI MOBILE VILLA,SONOMA,49-0055-MP,"717 Mcdowell Blvd, Petaluma, Ca 94954, (707) 763-0500","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",69.0,0.0,0.0,"VAL-CAGO INC, 2028 APPALOOSA DR, PETALUMA, CA 94954",717 Mcdowell Blvd,Petaluma, (707) 763-0500,CA,94954
ROSELAND MOBILE HOME PARK,SONOMA,49-0056-MP,"1355 Sebastopol Rd, Santa Rosa, Ca 95401, (707) 575-3234","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",58.0,10.0,0.0,"ROSELAND MHP, LLC, PO BOX 1646, SAN JUAN CAPISTRANO, CA 92693",1355 Sebastopol Rd,Santa Rosa, (707) 575-3234,CA,95401
SIERRA MHP,SONOMA,49-0057-MP,"492 W Sierra Ave, Cotati, Ca 94931, (707) 795-5973","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",57.0,0.0,0.0,"CASHMAN '81 FAMILY TRUST EUGENE&GERALDINE CASHMAN, 2028 APPALOOSA DR, PETALUMA, CA 94954",492 W Sierra Ave,Cotati, (707) 795-5973,CA,94931
RANCHO SANTA ROSA,SONOMA,49-0058-MP,"3455 Santa Rosa Ave, Santa Rosa, Ca 95407, (707) 584-9280","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",82.0,0.0,0.0,"RANCHO SANTA ROSA, LLC, PO BOX 15274, NEWPORT BEACH, CA 92659",3455 Santa Rosa Ave,Santa Rosa, (707) 584-9280,CA,95407
PINEHILL TERRACE MHP,SONOMA,49-0059-MP,"3195 Gravenstein Hwy North, Sebastopol, Ca 95472, (707) 795-5973","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",20.0,0.0,0.0,"STMARTIN, JACK, 3635 FREI RD, SEBASTOPOL, CA 95472",3195 Gravenstein Hwy North,Sebastopol, (707) 795-5973,CA,95472
MOBILE HOME ESTATES,SONOMA,49-0060-MP,"5761 Old Redwood Hwy North, Santa Rosa, Ca 95403, (707) 576-0377","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",136.0,8.0,0.0,"BOCCI, DAN & JOHN, 5761 OLD REDWOOD HWY, SANTA ROSA, CA 95403",5761 Old Redwood Hwy North,Santa Rosa, (707) 576-0377,CA,95403
VILLA TP,SONOMA,49-0061-MP,"1975 Santa Rosa Ave, Santa Rosa, Ca 95407, (707) 544-6977","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",12.0,12.0,0.0,"DEAN JR, EARL & MARY K & SHIRLEY A  CORP, 1975 SANTA ROSA AVE (OFFICE), SANTA ROSA, CA 95407",1975 Santa Rosa Ave,Santa Rosa, (707) 544-6977,CA,95407
PLAZA MHP,SONOMA,49-0062-MP,"3350 Santa Rosa Ave, Santa Rosa, Ca 95407, (707) 573-9582","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",14.0,51.0,0.0,"MUSSER PROPERTIES, L.P., 871 38TH AVE, SANTA CRUZ, CA 95062",3350 Santa Rosa Ave,Santa Rosa, (707) 573-9582,CA,95407
ACACIA GROVE MP,SONOMA,49-0063-MP,"18629 Sonoma Hwy, Sonoma, Ca 95476, (707) 966-6313","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",49.0,12.0,0.0,"WEILER, GEORGE, PO BOX 617, SONOMA, CA 95476",18629 Sonoma Hwy,Sonoma, (707) 966-6313,CA,95476
OAKS TRAILER PARK,SONOMA,49-0065-MP,"171 Siesta Court, Boyes Springs, Ca 95416, (415) 948-4411","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",15.0,0.0,0.0,"SINGAPURI, SHASHIKANT, 88 GREAT CIRCLE DR, MILL VALLEY, CA 94941",171 Siesta Court,Boyes Springs, (415) 948-4411,CA,95416
CLOVERDALE MH\RV PARK,SONOMA,49-0067-MP,"127 Railroad, Cloverdale, Ca 95425, (707) 894-9955","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",23.0,29.0,0.0,"WEISS, ROBERT, PO BOX 1442, HEALDSBURG, CA 95448",127 Railroad,Cloverdale, (707) 894-9955,CA,95425
COUNTRY SIDE MHP,SONOMA,49-0070-MP,"425 West Sierra Ave, Cotati, Ca 94928, (916) 772-4918","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",33.0,0.0,0.0,"COUNTRYSIDE MHP LLC, 500 GIUSEPPI CT #2, ROSEVILLE, CA 95678",425 West Sierra Ave,Cotati, (916) 772-4918,CA,94928
CLEM MORA RENTALS,SONOMA,49-0072-MP,"10381 Hwy 116, Forestville, Ca 95436, (707) 887-7317","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",6.0,0.0,0.0,"REAL EQUITY PARTNERS LLC, 1301 FARMERS LANE #302, SANTA ROSA, CA 95405",10381 Hwy 116,Forestville, (707) 887-7317,CA,95436
BODEGA BAY RV PARK,SONOMA,49-0073-MP,"2000 Hwy 1, Bodega Bay, Ca 94923, (707) 875-3701","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",15.0,40.0,23.0,"ADAMS, SCOTT & SHIRLEY, PO BOX 96, BODEGA BAY, CA 94923",2000 Hwy 1,Bodega Bay, (707) 875-3701,CA,94923
MEADOWBROOK MOBILE ESTATES,SONOMA,49-0074-MP,"18880 Sonoma Hwy, Sonoma, Ca 95476, (707) 996-9273","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",37.0,0.0,0.0,"MEADOWBROOK ESTATES LLC, PO BOX 17550, BURLINGAME, CA 94011",18880 Sonoma Hwy,Sonoma, (707) 996-9273,CA,95476
WAYSIDE GARDENS MHP,SONOMA,49-0075-MP,"2389 Santa Rosa Ave, Santa Rosa, Ca 95407, (707) 545-7055","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",49.0,0.0,0.0,"WAYSIDE GARDENS MHP LLC, PO BOX 15274, NEWPORT BEACH, CA 92659",2389 Santa Rosa Ave,Santa Rosa, (707) 545-7055,CA,95407
BROOKSIDE MOBILE MANOR,SONOMA,49-0076-MP,"18715 Sonoma Hwy, Sonoma, Ca 95476, (707) 996-8611","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",36.0,6.0,0.0,"BENTLEY, BEVERLEE, 41 MIRABEL AVE, MILL VALLEY, CA 94941",18715 Sonoma Hwy,Sonoma, (707) 996-8611,CA,95476
REDWOOD VILLAGE MHP,SONOMA,49-0077-MP,"301 Airport Blvd, Santa Rosa, Ca 95403, (707) 527-6291","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",67.0,0.0,0.0,"FIORITO, ELIZABETH, 1041 BEL MARIN KEYS BLVD., NOVATO, CA 94949",301 Airport Blvd,Santa Rosa, (707) 527-6291,CA,95403
LAMPLIGHTER MHP,SONOMA,49-0078-MP,"2800 Santa Rosa Ave, Santa Rosa, Ca 95407, (707) 544-1247","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",109.0,0.0,0.0,"BILD, TED & KESSLER & KESSLER, 2800 SANTA ROSA AVE, SANTA ROSA, CA 95407",2800 Santa Rosa Ave,Santa Rosa, (707) 544-1247,CA,95407
BRIDGEHAVEN PARK,SONOMA,49-0079-MP,"9965 Hwy 1, Jenner, Ca 95450, (707) 865-2473","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",4.0,10.0,22.0,"AJO, LP, 1161 ROBERTSON WAY, SACRAMENTO, CA 95818",9965 Hwy 1,Jenner, (707) 865-2473,CA,95450
COLONIAL PARK,SONOMA,49-0083-MP,"66 Colonial Park Dr, Santa Rosa, Ca 95403, (707) 544-5626","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",190.0,0.0,0.0,"COLONIAL PARK, INC, PO BOX 365, HEALDSBURG, CA 95448",66 Colonial Park Dr,Santa Rosa, (707) 544-5626,CA,95403
FORESTVILLE MOBILE HOME PARK,SONOMA,49-0084-MP,"6677 Front St, Forestville, Ca 95436, (707) 887-2943","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",27.0,0.0,0.0,"STEPHENS, EARL, PO BOX 453, FORESTVILLE, CA 95436",6677 Front St,Forestville, (707) 887-2943,CA,95436
MARK WEST ESTATES,SONOMA,49-0085-MP,"5503 Old Redwood Hwy, Santa Rosa, Ca 95403, (707) 525-0449","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",32.0,0.0,0.0,"PELEG, YORAM, 155 ESMEYER DR., SAN RAFAEL, CA 94903",5503 Old Redwood Hwy,Santa Rosa, (707) 525-0449,CA,95403
BLUE SPRUCE MH LODGE,SONOMA,49-0088-MP,"8800 Green Valley Rd, Sebastopol, Ca 95472, (707) 823-5000","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",54.0,0.0,0.0,"ROP BLUE SPRUCE, INC, C/O RESIDENT OWNED PARKS, INC 7420 GREENHAVEN DR # 125, SACRAMENTO, CA 95831",8800 Green Valley Rd,Sebastopol, (707) 823-5000,CA,95472
TIMBER COVE BOAT LANDING,SONOMA,49-0089-MP,"21350 Coast Hwy 1, Jenner, Ca 95450, (707) 847-3278","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",1.0,9.0,20.0,"VERNO, BRENDA, 21350 COAST HWY 1, JENNER, CA 95450",21350 Coast Hwy 1,Jenner, (707) 847-3278,CA,95450
SHADY LANE MHP,SONOMA,49-0091-MP,"3127 Shady Lane, Santa Rosa, Ca 95407, (707) 585-2873","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",14.0,0.0,0.0,"LAMPERTI, ANTHONY, 4090 SANTA ROSA AVE, SANTA ROSA, CA 95407",3127 Shady Lane,Santa Rosa, (707) 585-2873,CA,95407
WESTFIELD COMMUNITY,SONOMA,49-0093-MP,"3521 Santa Rosa Ave, Santa Rosa, Ca 95407, (707) 542-7344","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",26.0,1.0,0.0,"ECHELON COMMUNITIES, LLC, 2963 SANTA ROSA AVE SPACE # D-4, SANTA ROSA, CA 95407",3521 Santa Rosa Ave,Santa Rosa, (707) 542-7344,CA,95407
WINDSOR MOBILE COUNTRY CLUB,SONOMA,49-0094-MP,"8109 Conde Ln, Windsor, Ca 95492, (707) 838-2524","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",334.0,0.0,0.0,"RESIDENT OWNED PARKS INC, 7420 GREENHAVEN DR #125, SACRAMENTO, CA 95831",8109 Conde Ln,Windsor, (707) 838-2524,CA,95492
HEALDSBURG RIVERVIEW OWNERS ASSOCIATION,SONOMA,49-0096-MP,"97 Kennedy Ln, Healdsburg, Ca 95448, (707) 588-8698","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",47.0,0.0,0.0,"HEALDSBURG RIVER VIEW OWNERS ASSOCIATION INC, C/O CINDY LITTRELL PO BOX 373, COTATI, CA 94931",97 Kennedy Ln,Healdsburg, (707) 588-8698,CA,95448
KAY MAR SENIOR MHP,SONOMA,49-0098-MP,"515 W College Ave, Santa Rosa, Ca 95401, (707) 526-1020","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",33.0,0.0,0.0,"KAY MAR WAY INC, 1721 EASTERN AVE #7, SACRAMENTO, CA 95864",515 W College Ave,Santa Rosa, (707) 526-1020,CA,95401
MOON VALLEY MHP,SONOMA,49-0100-MP,"1001 5Th St West, Sonoma, Ca 95476, (707) 996-2818","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",247.0,0.0,0.0,"DMV, LLC, 6310 SAN VICENTE BLVD # 560, LOS ANGELES, CA 90048",1001 5Th St West,Sonoma, (707) 996-2818,CA,95476
EL PORTAL MOBILE ESTATES,SONOMA,49-0102-MP,"3010 Santa Rosa Ave, Santa Rosa, Ca 95404, (707) 545-6020","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",122.0,0.0,0.0,"EVANS MGMT SERVICES, 871 38TH AVE, SANTA CRUZ, CA 95062",3010 Santa Rosa Ave,Santa Rosa, (707) 545-6020,CA,95404
LAS CASITAS DE SONOMA MHP,SONOMA,49-0106-MP,"7545 Bridgit Dr, Rohnert Park, Ca 94928, (707) 795-6671","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",126.0,0.0,0.0,"MILLENNIUM HOUSING LLC, 1910 S ARCHIBALD AVE S, ONTARIO, CA 91761",7545 Bridgit Dr,Rohnert Park, (707) 795-6671,CA,94928
CODDINGTOWN MOBILE ESTATES LLC,SONOMA,49-0107-MP,"801 Piner Rd, Santa Rosa, Ca 95403, (707) 542-0923","null, null","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",117.0,0.0,0.0,"CODDINGTOWN MHP, LLC, 500 GIUSEPPE COURT SUITE # 2, ROSEVILLE, CA 95678",801 Piner Rd,Santa Rosa, (707) 542-0923,CA,95403
RINCON VALLEY MH ESTATES,SONOMA,49-0108-MP,"4671 Circle Dr, Santa Rosa, Ca 95405, (707) 539-3768","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",230.0,0.0,0.0,"AGUIRRE, HAL, PO BOX 7, NOVATO, CA 94948",4671 Circle Dr,Santa Rosa, (707) 539-3768,CA,95405
